cycle,ts,epoch,kind,start_deg,approach,multi_rev,cold,ok,home_err,switch,backlash,T,fw_ms,pass_spread,anomalies,msg
1176,2026-07-11T02:07:46,anchorT2,uniform+87.8,87.98,1,0,0,1,-10,1510,610,231,16484,8,,ok
1177,2026-07-11T02:08:10,anchorT2,uniform+102.8,103.0,-1,0,0,1,-101,1434,457,231,15983,6,,ok
1178,2026-07-11T02:08:30,anchorT2,uniform+117.8,118.04,1,0,0,1,4,1485,459,232,15709,2,,ok
1179,2026-07-11T02:08:52,anchorT2,at-home,0.05,-1,0,1,1,78,1510,631,231,25198,3,,ok
1180,2026-07-11T02:09:20,anchorT2,in-flag+,0.62,1,0,0,1,-86,1435,439,231,10463,2,,ok
1181,2026-07-11T02:09:40,anchorT2,in-flag-,-0.44,-1,0,0,1,84,1581,628,232,10689,1,,ok
1182,2026-07-11T02:10:00,anchorT2,lead-edge,-1.72,1,0,0,1,-81,1458,464,231,10204,6,,ok
1183,2026-07-11T02:10:19,anchorT2,trail-edge,1.73,-1,0,0,1,100,1597,580,232,18439,2,,ok
1184,2026-07-11T02:10:47,anchorT2,wrap+0.5deg,0.6,1,0,0,1,-101,1435,459,231,10471,6,,ok
1185,2026-07-11T02:11:15,anchorT2,bound+179.9deg,-179.61,-1,0,0,1,49,1471,510,232,14341,6,,ok
1186,2026-07-11T02:11:51,anchorT2,bound-179.9deg,-179.75,1,0,0,1,-56,1497,438,232,14342,12,,ok
1187,2026-07-11T02:12:34,anchorT2,stay-at-park,-0.35,0,0,0,1,-2,1496,455,232,10540,10,,ok
1188,2026-07-11T02:12:45,anchorT2,uniform-89.7,-89.71,1,0,0,1,-8,1501,459,232,16362,14,,ok
1189,2026-07-11T02:13:04,anchorT2,uniform-74.7,-74.33,-1,0,1,1,1,1434,458,231,18767,6,,ok
1190,2026-07-11T02:13:26,anchorT2,uniform-59.7,-59.62,1,0,0,1,-4,1446,434,231,11649,7,,ok
1191,2026-07-11T02:13:41,anchorT2,uniform-44.7,-44.58,-1,0,0,1,3,1446,461,231,11329,4,,ok
1192,2026-07-11T02:13:54,anchorT2,uniform-29.7,-29.59,1,0,0,1,-2,1436,441,231,11008,2,,ok
1193,2026-07-11T02:14:08,anchorT2,uniform-14.7,-14.61,-1,0,0,1,2,1448,440,231,10691,8,,ok
1194,2026-07-11T02:14:20,anchorT2,uniform+0.3,0.46,1,0,0,1,-8,1457,460,231,10516,3,,ok
1195,2026-07-11T02:14:33,anchorT2,uniform+15.3,15.48,-1,0,0,1,86,1519,634,231,18089,10,,ok
1196,2026-07-11T02:14:53,anchorT2,uniform+30.3,30.46,1,0,0,1,4,1450,634,230,17694,9,,ok
1197,2026-07-11T02:15:20,anchorT2,uniform+45.3,45.32,-1,0,0,1,0,1484,585,230,17343,2,,ok
1198,2026-07-11T02:15:40,anchorT2,uniform+60.3,60.33,1,0,0,1,5,1424,599,229,16991,6,,ok
1199,2026-07-11T02:16:05,anchorT2,uniform+75.3,75.28,-1,-2,1,1,-50,1410,511,231,23371,8,,ok
1200,2026-07-11T02:17:03,anchorT2,uniform+90.3,90.77,1,0,0,1,-2,1421,501,231,16257,4,,ok
1201,2026-07-11T02:17:27,anchorT2,uniform+105.3,105.42,-1,0,0,1,48,1462,612,231,16024,2,,ok
1202,2026-07-11T02:17:47,anchorT2,uniform+120.3,120.51,1,0,0,1,-6,1434,637,230,15696,8,,ok
1203,2026-07-11T02:18:09,anchorT2,uniform+135.3,135.4,-1,0,0,1,-28,1434,508,230,15300,7,,ok
1204,2026-07-11T02:18:29,anchorT2,uniform+150.3,150.55,1,0,0,1,-4,1424,482,230,14935,5,,ok
1205,2026-07-11T02:18:50,anchorT2,uniform+165.3,165.58,-1,0,0,1,23,1460,689,230,14724,2,,ok
1206,2026-07-11T02:19:10,anchorT2,uniform-179.7,-179.55,1,0,0,1,-15,1374,510,229,14228,2,,ok
1207,2026-07-11T02:19:37,anchorT2,uniform-164.7,-164.48,-1,0,0,1,33,1411,687,229,14069,2,,ok
1208,2026-07-11T02:19:57,anchorT2,uniform-149.7,-149.54,1,0,0,1,-39,1373,511,229,13596,1,,ok
1209,2026-07-11T02:20:24,anchorT2,uniform-134.7,-134.64,-1,0,1,1,29,1534,687,231,20296,1,,ok
1210,2026-07-11T02:20:50,anchorT2,uniform-119.7,-119.43,1,0,0,1,-35,1508,513,231,13066,2,,ok
1211,2026-07-11T02:21:15,anchorT2,uniform-104.7,-104.28,-1,0,0,1,33,1533,686,231,12841,0,,ok
1212,2026-07-11T02:21:35,anchorT2,at-home,0.28,1,0,0,1,-32,1497,511,231,10518,10,,ok
1213,2026-07-11T02:21:55,anchorT2,in-flag+,1.04,-1,0,0,1,29,1511,626,231,18415,8,,ok
1214,2026-07-11T02:22:23,anchorT2,in-flag-,-0.69,1,0,0,1,-34,1485,488,231,10527,4,,ok
1215,2026-07-11T02:22:51,anchorT2,lead-edge,-1.45,-1,0,0,1,35,1572,639,232,10640,8,,ok
1216,2026-07-11T02:23:19,anchorT2,trail-edge,1.72,1,0,0,1,-1,1572,652,232,18444,2,,ok
1217,2026-07-11T02:23:55,anchorT2,wrap+0.5deg,0.51,-1,0,0,1,-86,1449,477,232,18236,8,,ok
1218,2026-07-11T02:24:22,anchorT2,bound+179.9deg,-179.93,1,0,0,1,89,1646,658,233,14596,2,,ok
1219,2026-07-11T02:24:50,anchorT2,bound-179.9deg,-179.85,-1,0,1,1,-94,1410,486,231,21026,8,,ok
1220,2026-07-11T02:25:17,anchorT2,stay-at-park,-0.35,0,0,0,1,-5,1410,486,231,14326,15,,ok
1221,2026-07-11T02:25:31,anchorT2,uniform+47.8,48.06,-1,0,0,1,83,1511,637,231,17356,0,,ok
1222,2026-07-11T02:25:51,anchorT2,uniform+62.8,62.64,1,0,0,1,-7,1459,662,230,17011,2,,ok
1223,2026-07-11T02:26:16,anchorT2,uniform+77.8,77.99,-1,0,0,1,6,1422,564,229,16591,4,,ok
1224,2026-07-11T02:26:36,anchorT2,uniform+92.8,92.85,1,0,0,1,0,1435,584,229,16258,3,,ok
1225,2026-07-11T02:27:00,anchorT2,uniform+107.8,107.95,-1,0,0,1,24,1399,739,229,15948,5,backlash-band,ok
1226,2026-07-11T02:27:19,anchorT2,uniform+122.8,122.75,1,0,0,1,-2,1397,731,229,15664,4,backlash-band,ok
1227,2026-07-11T02:27:42,anchorT2,uniform+137.8,137.9,-1,0,0,1,-10,1397,637,229,15276,4,,ok
1228,2026-07-11T02:28:02,anchorT2,uniform+152.8,152.81,1,0,0,1,1,1410,660,229,14985,2,,ok
1229,2026-07-11T02:28:23,anchorT2,uniform+167.8,168.13,-1,0,1,1,-93,1447,437,231,21314,8,,ok
1230,2026-07-11T02:28:49,anchorT2,uniform-177.2,-176.85,1,0,0,1,86,1533,647,231,14426,3,,ok
1231,2026-07-11T02:29:17,anchorT2,uniform-162.2,-162.0,-1,0,0,1,-75,1409,462,230,13918,0,,ok
1232,2026-07-11T02:29:37,anchorT2,uniform-147.2,-147.02,1,0,0,1,67,1484,631,230,13727,4,,ok
1233,2026-07-11T02:30:03,anchorT2,uniform-132.2,-132.26,-1,0,0,1,-76,1397,463,230,13228,1,,ok
1234,2026-07-11T02:30:23,anchorT2,uniform-117.2,-117.06,1,0,0,1,81,1513,638,231,13096,4,,ok
1235,2026-07-11T02:30:48,anchorT2,uniform-102.2,-102.04,-1,0,0,1,-80,1396,461,230,12568,4,,ok
1236,2026-07-11T02:31:08,anchorT2,uniform-87.2,-86.74,1,0,0,1,76,1523,651,231,12427,7,,ok
1237,2026-07-11T02:31:31,anchorT2,uniform-72.2,-71.95,-1,0,0,1,-76,1386,463,230,15798,14,,ok
1238,2026-07-11T02:31:55,anchorT2,uniform-57.2,-56.8,1,0,0,1,62,1508,632,231,11733,2,,ok
1239,2026-07-11T02:32:17,anchorT2,uniform-42.2,-42.09,-1,0,1,1,-77,1436,459,231,18067,4,,ok
1240,2026-07-11T02:32:44,anchorT2,uniform-27.2,-26.85,1,0,0,1,79,1511,624,231,15086,15,,ok
1241,2026-07-11T02:33:09,anchorT2,uniform-12.2,-12.31,-1,0,0,1,-68,1396,459,230,10566,4,,ok
1242,2026-07-11T02:33:29,anchorT2,uniform+2.8,3.18,1,0,0,1,-1,1386,462,230,18150,10,,ok
1243,2026-07-11T02:33:56,anchorT2,uniform+17.8,18.06,-1,0,0,1,45,1486,735,231,18052,0,backlash-band,ok
1244,2026-07-11T02:34:16,anchorT2,uniform+32.8,32.92,1,0,0,1,-14,1435,687,230,21566,18,,ok
1245,2026-07-11T02:34:47,anchorT2,at-home,0.08,-1,0,0,1,5,1434,660,230,10568,6,,ok
1246,2026-07-11T02:34:59,anchorT2,in-flag+,0.96,1,0,0,1,4,1436,663,230,10601,5,,ok
1247,2026-07-11T02:35:12,anchorT2,in-flag-,-0.37,-1,0,0,1,2,1436,678,230,14497,18,,ok
1248,2026-07-11T02:35:29,anchorT2,lead-edge,-1.42,1,0,0,1,-2,1436,686,230,10568,6,,ok
1249,2026-07-11T02:35:42,anchorT2,trail-edge,1.55,-1,2,1,1,9,1522,610,231,25152,4,,ok
1250,2026-07-11T02:36:40,anchorT2,wrap+0.5deg,0.59,1,0,0,1,-19,1485,686,231,10665,4,,ok
1251,2026-07-11T02:37:00,anchorT2,bound+179.9deg,-179.72,-1,0,0,1,-66,1385,463,231,14231,10,,ok
1252,2026-07-11T02:37:28,anchorT2,bound-179.9deg,-179.48,1,0,0,1,70,1558,713,232,14510,4,backlash-band,ok
1253,2026-07-11T02:38:03,anchorT2,stay-at-park,0.09,0,0,0,1,4,1535,686,232,10723,2,,ok
1254,2026-07-11T02:38:14,anchorT2,uniform-174.7,-174.55,1,0,0,1,-11,1559,681,232,14396,2,,ok
1255,2026-07-11T02:38:34,anchorT2,uniform-159.7,-159.68,-1,0,0,1,12,1560,689,232,14074,4,,ok
1256,2026-07-11T02:38:53,anchorT2,uniform-144.7,-144.35,1,0,0,1,-16,1558,683,232,13734,2,,ok
1257,2026-07-11T02:39:11,anchorT2,uniform-129.7,-129.41,-1,0,0,1,15,1560,689,232,13418,4,,ok
1258,2026-07-11T02:39:29,anchorT2,uniform-114.7,-114.36,1,0,0,1,-12,1559,682,232,13075,2,,ok
1259,2026-07-11T02:39:46,anchorT2,uniform-99.7,-99.49,-1,0,1,1,0,1486,684,231,19443,1,,ok
1260,2026-07-11T02:40:09,anchorT2,uniform-84.7,-84.49,1,0,0,1,4,1487,689,231,12356,1,,ok
1261,2026-07-11T02:40:25,anchorT2,uniform-69.7,-69.5,-1,0,0,1,-12,1484,685,231,12016,4,,ok
1262,2026-07-11T02:40:39,anchorT2,uniform-54.7,-54.58,1,0,0,1,-4,1484,685,231,11707,4,,ok
1263,2026-07-11T02:40:54,anchorT2,uniform-39.7,-39.69,-1,0,0,1,8,1486,675,231,11363,0,,ok
1264,2026-07-11T02:41:07,anchorT2,uniform-24.7,-24.53,1,0,0,1,-4,1485,671,231,11057,2,,ok
1265,2026-07-11T02:41:21,anchorT2,uniform-9.7,-9.56,-1,0,0,1,-5,1484,657,231,10719,2,,ok
1266,2026-07-11T02:41:34,anchorT2,uniform+5.3,5.41,1,0,0,1,18,1535,635,231,18332,2,,ok
1267,2026-07-11T02:41:54,anchorT2,uniform+20.3,20.66,-1,0,0,1,2,1486,638,230,17946,2,,ok
1268,2026-07-11T02:42:21,anchorT2,uniform+35.3,35.66,1,0,0,1,-96,1322,484,230,17350,1,,ok
1269,2026-07-11T02:42:40,anchorT2,uniform+50.3,50.74,-1,0,1,1,-1,1385,458,231,27755,17,,ok
1270,2026-07-11T02:43:16,anchorT2,uniform+65.3,65.3,1,0,0,1,73,1486,638,231,16961,2,,ok
1271,2026-07-11T02:43:36,anchorT2,uniform+80.3,80.29,-1,0,0,1,-8,1422,636,230,16566,3,,ok
1272,2026-07-11T02:44:00,anchorT2,uniform+95.3,95.58,1,0,0,1,-11,1436,536,230,16206,5,,ok
1273,2026-07-11T02:44:20,anchorT2,uniform+110.3,110.37,-1,0,0,1,-8,1396,537,229,15832,2,,ok
1274,2026-07-11T02:44:42,anchorT2,uniform+125.3,125.63,1,0,0,1,36,1398,649,229,15557,3,,ok
1275,2026-07-11T02:45:02,anchorT2,uniform+140.3,140.47,-1,0,0,1,7,1410,659,229,15244,8,,ok
1276,2026-07-11T02:45:23,anchorT2,uniform+155.3,155.29,1,0,0,1,-19,1435,662,229,14933,2,,ok
1277,2026-07-11T02:45:43,anchorT2,uniform+170.3,170.57,-1,0,0,1,2,1384,688,228,14549,3,,ok
1278,2026-07-11T02:46:03,anchorT2,at-home,0.24,1,0,0,1,3,1369,684,228,14447,14,,ok
1279,2026-07-11T02:46:20,anchorT2,in-flag+,0.72,-1,0,1,1,-117,1434,430,231,24979,8,,ok
1280,2026-07-11T02:46:47,anchorT2,in-flag-,-0.27,1,0,0,1,101,1535,635,231,10712,6,,ok
1281,2026-07-11T02:47:07,anchorT2,lead-edge,-1.52,-1,0,0,1,-93,1384,462,230,10357,8,,ok
1282,2026-07-11T02:47:27,anchorT2,trail-edge,1.92,1,0,0,1,-4,1423,436,231,18184,5,,ok
1283,2026-07-11T02:47:54,anchorT2,wrap+0.5deg,0.83,-1,0,0,1,78,1496,610,231,18357,6,,ok
1284,2026-07-11T02:48:15,anchorT2,bound+179.9deg,179.97,1,0,0,1,-2,1460,635,230,14385,5,,ok
1285,2026-07-11T02:48:35,anchorT2,bound-179.9deg,-179.76,-1,0,0,1,1,1448,630,230,14395,8,,ok
1286,2026-07-11T02:48:54,anchorT2,stay-at-park,-0.38,0,0,0,1,-2,1447,611,230,10569,6,,ok
1287,2026-07-11T02:49:05,anchorT2,uniform-37.2,-36.82,-1,0,0,1,-4,1447,612,230,11237,8,,ok
1288,2026-07-11T02:49:19,anchorT2,uniform-22.2,-21.95,1,0,0,1,-6,1461,633,230,10933,1,,ok
1289,2026-07-11T02:49:32,anchorT2,uniform-7.2,-6.94,-1,0,1,1,4,1508,611,231,17511,2,,ok
1290,2026-07-11T02:49:51,anchorT2,uniform+7.8,8.11,1,0,0,1,12,1536,590,231,18248,4,,ok
1291,2026-07-11T02:50:12,anchorT2,uniform+22.8,23.1,-1,0,0,1,-7,1533,586,231,17881,0,,ok
1292,2026-07-11T02:50:38,anchorT2,uniform+37.8,38.16,1,0,0,1,-45,1421,512,231,17388,2,,ok
1293,2026-07-11T02:50:58,anchorT2,uniform+52.8,52.89,-1,0,0,1,2,1461,510,232,17118,3,,ok
1294,2026-07-11T02:51:23,anchorT2,uniform+67.8,67.85,1,0,0,1,51,1597,640,233,17027,6,,ok
1295,2026-07-11T02:51:43,anchorT2,uniform+82.8,82.89,-1,0,0,1,-12,1535,615,232,16592,2,,ok
1296,2026-07-11T02:52:07,anchorT2,uniform+97.8,97.93,1,0,0,1,-35,1559,512,232,16277,3,,ok
1297,2026-07-11T02:52:27,anchorT2,uniform+112.8,113.11,-1,0,0,1,-6,1508,509,231,15864,0,,ok
1298,2026-07-11T02:52:50,anchorT2,uniform+127.8,128.13,1,0,0,1,28,1533,616,231,15609,0,,ok
1299,2026-07-11T02:53:09,anchorT2,uniform+142.8,142.8,-1,-2,1,1,14,1535,656,231,22096,2,,ok
1300,2026-07-11T02:54:41,anchorT2,uniform+157.8,157.96,1,0,0,1,-72,1421,484,231,14767,4,,ok
1301,2026-07-11T02:55:00,anchorT2,uniform+172.8,173.02,-1,0,0,1,-20,1458,455,232,18435,18,,ok
1302,2026-07-11T02:55:24,anchorT2,uniform-172.2,-171.97,1,0,0,1,5,1509,461,233,14200,1,,ok
1303,2026-07-11T02:55:44,anchorT2,uniform-157.2,-156.88,-1,0,0,1,0,1497,438,233,13863,6,,ok
1304,2026-07-11T02:56:02,anchorT2,uniform-142.2,-141.9,1,0,0,1,-3,1509,461,233,13569,2,,ok
1305,2026-07-11T02:56:21,anchorT2,uniform-127.2,-127.06,-1,0,0,1,2,1509,463,233,13224,0,,ok
1306,2026-07-11T02:56:38,anchorT2,uniform-112.2,-111.88,1,0,0,1,-2,1487,454,233,12876,0,,ok
1307,2026-07-11T02:56:55,anchorT2,uniform-97.2,-97.18,-1,0,0,1,0,1584,463,234,12652,5,,ok
1308,2026-07-11T02:57:11,anchorT2,uniform-82.2,-82.19,1,0,0,1,-1,1499,462,233,12194,7,,ok
1309,2026-07-11T02:57:26,anchorT2,uniform-67.2,-67.03,-1,0,1,1,-7,1397,487,231,18558,2,,ok
1310,2026-07-11T02:57:48,anchorT2,uniform-52.2,-52.1,1,0,0,1,-5,1409,476,231,15381,16,,ok
1311,2026-07-11T02:58:06,anchorT2,at-home,0.25,-1,0,0,1,8,1410,488,231,10436,8,,ok
1312,2026-07-11T02:58:18,anchorT2,in-flag+,0.84,1,0,0,1,-7,1410,484,231,10471,8,,ok
1313,2026-07-11T02:58:31,anchorT2,in-flag-,-0.39,-1,0,0,1,0,1421,484,231,10435,4,,ok
1314,2026-07-11T02:58:44,anchorT2,lead-edge,-1.38,1,0,0,1,-2,1421,481,231,10382,6,,ok
1315,2026-07-11T02:58:56,anchorT2,trail-edge,1.59,-1,0,0,1,56,1487,597,231,18338,1,,ok
1316,2026-07-11T02:59:17,anchorT2,wrap+0.5deg,0.55,1,0,0,1,-66,1347,487,230,10384,1,,ok
1317,2026-07-11T02:59:37,anchorT2,bound+179.9deg,-179.84,-1,0,0,1,78,1525,550,231,14444,4,,ok
1318,2026-07-11T03:00:04,anchorT2,bound-179.9deg,179.96,1,0,0,1,-76,1347,478,230,14229,0,,ok
1319,2026-07-11T03:00:40,anchorT2,stay-at-park,-0.39,0,0,1,1,61,1509,636,231,25186,0,,ok
1320,2026-07-11T03:01:05,anchorT2,uniform+100.3,100.36,1,0,0,1,-3,1508,636,231,16202,3,,ok
1321,2026-07-11T03:01:29,anchorT2,uniform+115.3,115.69,-1,0,0,1,5,1535,563,231,15847,3,,ok
1322,2026-07-11T03:01:49,anchorT2,uniform+130.3,130.59,1,0,0,1,-4,1533,555,231,15537,0,,ok
1323,2026-07-11T03:02:11,anchorT2,uniform+145.3,145.48,-1,0,0,1,23,1465,663,231,15205,1,,ok
1324,2026-07-11T03:02:31,anchorT2,uniform+160.3,160.51,1,0,0,1,2,1465,659,231,14856,0,,ok
1325,2026-07-11T03:02:51,anchorT2,uniform+175.3,175.63,-1,0,0,1,-6,1485,612,231,14533,1,,ok
1326,2026-07-11T03:03:11,anchorT2,uniform-169.7,-169.44,1,0,0,1,0,1475,673,231,14228,10,,ok
1327,2026-07-11T03:03:39,anchorT2,uniform-154.7,-154.47,-1,0,0,1,-2,1486,611,231,13877,10,,ok
1328,2026-07-11T03:03:58,anchorT2,uniform-139.7,-139.42,1,0,0,1,12,1488,688,231,13553,0,,ok
1329,2026-07-11T03:04:24,anchorT2,uniform-124.7,-124.58,-1,0,1,1,-24,1484,608,231,19968,2,,ok
1330,2026-07-11T03:04:51,anchorT2,uniform-109.7,-109.51,1,0,0,1,11,1473,661,231,12891,10,,ok
1331,2026-07-11T03:05:16,anchorT2,uniform-94.7,-94.31,-1,0,0,1,-4,1485,614,231,12528,3,,ok
1332,2026-07-11T03:05:36,anchorT2,uniform-79.7,-79.57,1,0,0,1,5,1464,678,231,12244,0,,ok
1333,2026-07-11T03:05:59,anchorT2,uniform-64.7,-64.46,-1,0,0,1,-16,1463,590,231,11847,2,,ok
1334,2026-07-11T03:06:19,anchorT2,uniform-49.7,-49.36,1,0,0,1,8,1464,662,231,11569,6,,ok
1335,2026-07-11T03:06:41,anchorT2,uniform-34.7,-34.57,-1,0,0,1,-9,1483,610,231,11235,4,,ok
1336,2026-07-11T03:07:01,anchorT2,uniform-19.7,-19.48,1,0,0,1,8,1483,687,231,10907,4,,ok
1337,2026-07-11T03:07:22,anchorT2,uniform-4.7,-4.7,-1,0,0,1,-8,1478,607,231,14489,14,,ok
1338,2026-07-11T03:07:45,anchorT2,uniform+10.3,10.67,1,0,0,1,0,1487,613,231,18137,2,,ok
1339,2026-07-11T03:08:13,anchorT2,uniform+25.3,25.66,-1,0,1,1,-92,1460,462,231,24475,3,,ok
1340,2026-07-11T03:08:39,anchorT2,uniform+40.3,40.49,1,0,0,1,6,1461,463,231,17399,0,,ok
1341,2026-07-11T03:09:05,anchorT2,uniform+55.3,55.59,-1,0,0,1,38,1509,666,231,17180,2,,ok
1342,2026-07-11T03:09:25,anchorT2,uniform+70.3,70.25,1,0,0,1,8,1458,660,230,16835,4,,ok
1343,2026-07-11T03:09:50,anchorT2,uniform+85.3,85.48,-1,0,0,1,9,1472,636,230,16491,8,,ok
1344,2026-07-11T03:10:10,anchorT2,at-home,0.36,1,0,0,1,-6,1449,684,230,10630,10,,ok
1345,2026-07-11T03:10:30,anchorT2,in-flag+,0.97,-1,0,0,1,-69,1311,463,230,18089,8,,ok
1346,2026-07-11T03:10:57,anchorT2,in-flag-,-0.14,1,0,0,1,69,1510,689,231,10651,2,,ok
1347,2026-07-11T03:11:25,anchorT2,lead-edge,-1.35,-1,0,0,1,-80,1310,461,230,10240,7,,ok
1348,2026-07-11T03:11:53,anchorT2,trail-edge,1.69,1,0,0,1,78,1509,613,231,18380,2,,ok
1349,2026-07-11T03:12:28,anchorT2,wrap+0.5deg,0.5,-1,2,1,1,-88,1372,461,231,24940,0,,ok
1350,2026-07-11T03:13:27,anchorT2,bound+179.9deg,-179.93,1,0,0,1,-4,1372,458,231,14254,2,,ok
1351,2026-07-11T03:13:46,anchorT2,bound-179.9deg,-179.84,-1,0,0,1,-3,1374,462,231,14243,8,,ok
1352,2026-07-11T03:14:06,anchorT2,stay-at-park,-0.17,0,0,0,1,-4,1373,463,231,10365,1,,ok
1353,2026-07-11T03:14:16,anchorT2,uniform-122.2,-122.17,-1,0,0,1,-1,1373,460,231,12967,1,,ok
1354,2026-07-11T03:14:33,anchorT2,uniform-107.2,-106.88,1,0,0,1,-9,1372,462,231,12639,0,,ok
1355,2026-07-11T03:14:50,anchorT2,uniform-92.2,-92.08,-1,0,0,1,7,1373,462,231,12328,8,,ok
1356,2026-07-11T03:15:05,anchorT2,uniform-77.2,-76.87,1,0,0,1,-10,1360,439,231,11958,12,,ok
1357,2026-07-11T03:15:21,anchorT2,uniform-62.2,-61.89,-1,0,0,1,1,1372,464,231,11664,0,,ok
1358,2026-07-11T03:15:35,anchorT2,uniform-47.2,-47.08,1,0,0,1,-1,1362,460,231,11317,2,,ok
1359,2026-07-11T03:15:49,anchorT2,uniform-32.2,-31.94,-1,0,1,1,-3,1373,463,231,17735,1,,ok
1360,2026-07-11T03:16:09,anchorT2,uniform-17.2,-16.85,1,0,0,1,-5,1385,436,231,10675,13,,ok
1361,2026-07-11T03:16:22,anchorT2,uniform-2.2,-1.98,-1,0,0,1,4,1373,458,231,10318,2,,ok
1362,2026-07-11T03:16:34,anchorT2,uniform+12.8,12.86,1,0,0,1,55,1486,592,231,18089,2,,ok
1363,2026-07-11T03:16:54,anchorT2,uniform+27.8,28.03,-1,0,0,1,6,1436,628,230,21675,15,,ok
1364,2026-07-11T03:17:25,anchorT2,uniform+42.8,43.21,1,0,0,1,3,1410,540,229,17323,8,,ok
1365,2026-07-11T03:17:44,anchorT2,uniform+57.8,58.21,-1,0,0,1,-4,1409,536,229,16962,8,,ok
1366,2026-07-11T03:18:09,anchorT2,uniform+72.8,72.99,1,0,0,1,19,1398,661,229,16715,12,,ok
1367,2026-07-11T03:18:29,anchorT2,uniform+87.8,88.18,-1,0,0,1,-1,1398,633,229,16356,3,,ok
1368,2026-07-11T03:18:53,anchorT2,uniform+102.8,103.03,1,0,0,1,-18,1400,623,229,16041,6,,ok
1369,2026-07-11T03:19:12,anchorT2,uniform+117.8,118.2,-1,0,1,1,-7,1512,611,231,22567,0,,ok
1370,2026-07-11T03:19:41,anchorT2,uniform+132.8,133.15,1,0,0,1,-84,1423,456,231,15291,4,,ok
1371,2026-07-11T03:20:01,anchorT2,uniform+147.8,148.38,-1,0,0,1,-11,1496,437,232,15035,10,,ok
1372,2026-07-11T03:20:22,anchorT2,uniform+162.8,162.85,1,0,0,1,91,1560,637,232,14916,4,,ok
1373,2026-07-11T03:20:42,anchorT2,uniform+177.8,177.86,-1,0,0,1,-10,1509,615,231,14510,0,,ok
1374,2026-07-11T03:21:02,anchorT2,uniform-167.2,-167.11,1,0,0,1,-6,1510,610,231,14180,8,,ok
1375,2026-07-11T03:21:21,anchorT2,uniform-152.2,-151.95,-1,0,0,1,-1,1520,611,231,13818,10,,ok
1376,2026-07-11T03:21:40,anchorT2,uniform-137.2,-136.8,1,0,0,1,2,1521,630,231,13518,6,,ok
1377,2026-07-11T03:21:58,anchorT2,at-home,0.05,-1,0,0,1,-8,1509,611,231,10605,0,,ok
1378,2026-07-11T03:22:10,anchorT2,in-flag+,0.74,1,0,0,1,-4,1509,607,231,10676,7,,ok
1379,2026-07-11T03:22:23,anchorT2,in-flag-,-0.52,-1,0,1,1,27,1523,589,231,25197,12,,ok
1380,2026-07-11T03:22:51,anchorT2,lead-edge,-1.63,1,0,0,1,-15,1511,614,231,10331,0,,ok
1381,2026-07-11T03:23:10,anchorT2,trail-edge,2.05,-1,0,0,1,-37,1421,508,231,18202,3,,ok
1382,2026-07-11T03:23:38,anchorT2,wrap+0.5deg,0.94,1,0,0,1,36,1559,635,232,10731,4,,ok
1383,2026-07-11T03:24:06,anchorT2,bound+179.9deg,-179.77,-1,0,0,1,14,1538,614,232,14495,0,,ok
1384,2026-07-11T03:24:42,anchorT2,bound-179.9deg,-179.84,1,0,0,1,-11,1559,637,232,14490,4,,ok
1385,2026-07-11T03:25:26,anchorT2,stay-at-park,-0.4,0,0,0,1,2,1559,627,232,10670,2,,ok
1386,2026-07-11T03:25:36,anchorT2,uniform+15.3,15.38,1,0,0,1,15,1608,594,232,18156,6,,ok
1387,2026-07-11T03:25:57,anchorT2,uniform+30.3,30.7,-1,0,0,1,-7,1534,588,231,17724,0,,ok
1388,2026-07-11T03:26:23,anchorT2,uniform+45.3,45.35,1,0,0,1,-50,1422,514,231,17262,4,,ok
1389,2026-07-11T03:26:43,anchorT2,uniform+60.3,60.47,-1,0,1,1,-1,1422,530,231,23700,3,,ok
1390,2026-07-11T03:27:14,anchorT2,uniform+75.3,75.57,1,0,0,1,38,1508,635,231,16748,2,,ok
1391,2026-07-11T03:27:34,anchorT2,uniform+90.3,90.26,-1,0,0,1,-5,1436,634,230,20306,18,,ok
1392,2026-07-11T03:28:01,anchorT2,uniform+105.3,105.49,1,0,0,1,-27,1437,509,230,15946,4,,ok
1393,2026-07-11T03:28:21,anchorT2,uniform+120.3,120.75,-1,0,0,1,1,1458,514,230,15678,4,,ok
1394,2026-07-11T03:28:43,anchorT2,uniform+135.3,135.38,1,0,0,1,39,1463,639,230,15376,0,,ok
1395,2026-07-11T03:29:03,anchorT2,uniform+150.3,150.36,-1,0,0,1,-6,1472,635,230,15075,4,,ok
1396,2026-07-11T03:29:24,anchorT2,uniform+165.3,165.55,1,0,0,1,-9,1423,635,229,14703,6,,ok
1397,2026-07-11T03:29:44,anchorT2,uniform-179.7,-179.6,-1,0,0,1,9,1435,660,229,14401,6,,ok
1398,2026-07-11T03:30:11,anchorT2,uniform-164.7,-164.55,1,0,0,1,-18,1434,634,229,14059,2,,ok
1399,2026-07-11T03:30:31,anchorT2,uniform-149.7,-149.67,-1,-2,1,1,8,1524,629,231,20592,8,,ok
1400,2026-07-11T03:31:22,anchorT2,uniform-134.7,-134.55,1,0,0,1,1,1536,637,231,13472,2,,ok
1401,2026-07-11T03:31:40,anchorT2,uniform-119.7,-119.57,-1,0,0,1,-5,1546,634,231,13143,10,,ok
1402,2026-07-11T03:31:57,anchorT2,uniform-104.7,-104.37,1,0,0,1,-5,1534,625,231,12828,6,,ok
