cycle,ts,epoch,kind,start_deg,approach,multi_rev,cold,ok,home_err,switch,backlash,T,fw_ms,pass_spread,anomalies,msg
785,2026-07-10T23:42:59,anchorT2,in-flag-,-0.45,-1,0,0,1,3,1512,537,231,10611,6,,ok
786,2026-07-10T23:43:11,anchorT2,lead-edge,-1.44,1,0,0,1,-2,1511,536,231,10532,1,,ok
787,2026-07-10T23:43:24,anchorT2,trail-edge,1.84,-1,0,0,1,39,1533,687,231,18417,4,,ok
788,2026-07-10T23:43:45,anchorT2,wrap+0.5deg,0.53,1,0,0,1,-39,1533,554,231,10674,0,,ok
789,2026-07-10T23:44:05,anchorT2,bound+179.9deg,-179.87,-1,0,1,1,11,1559,639,231,21289,7,,ok
790,2026-07-10T23:44:39,anchorT2,bound-179.9deg,-179.55,1,0,0,1,-13,1513,547,231,14410,2,,ok
791,2026-07-10T23:45:15,anchorT2,stay-at-park,-0.38,0,0,0,1,-4,1581,538,232,10710,2,,ok
792,2026-07-10T23:45:26,anchorT2,uniform+60.2,60.43,1,0,0,1,28,1584,667,232,17189,6,,ok
793,2026-07-10T23:45:46,anchorT2,uniform+75.2,75.37,-1,0,0,1,4,1585,687,232,16870,11,,ok
794,2026-07-10T23:46:10,anchorT2,uniform+90.2,90.45,1,0,0,1,-12,1597,660,232,16530,6,,ok
795,2026-07-10T23:46:30,anchorT2,uniform+105.2,105.37,-1,0,0,1,-1,1597,658,232,16211,6,,ok
796,2026-07-10T23:46:53,anchorT2,uniform+120.2,120.37,1,0,0,1,-110,1473,438,232,15638,8,,ok
797,2026-07-10T23:47:13,anchorT2,uniform+135.2,135.66,-1,0,0,1,8,1558,461,233,15397,2,,ok
798,2026-07-10T23:47:34,anchorT2,uniform+150.2,150.41,1,0,0,1,87,1586,613,233,15172,6,,ok
799,2026-07-10T23:47:54,anchorT2,uniform+165.2,165.18,-1,-2,1,1,-3,1511,562,231,21516,2,,ok
800,2026-07-10T23:48:53,anchorT2,uniform-179.8,-179.8,1,0,0,1,-12,1495,610,231,14432,9,,ok
801,2026-07-10T23:49:21,anchorT2,uniform-164.8,-164.68,-1,0,0,1,8,1533,579,231,14108,0,,ok
802,2026-07-10T23:49:41,anchorT2,uniform-149.8,-149.82,1,0,0,1,-7,1508,631,231,13793,4,,ok
803,2026-07-10T23:50:07,anchorT2,uniform-134.8,-134.66,-1,0,0,1,1,1532,564,231,13431,2,,ok
804,2026-07-10T23:50:27,anchorT2,uniform-119.8,-119.52,1,0,0,1,0,1486,635,231,13082,0,,ok
805,2026-07-10T23:50:52,anchorT2,uniform-104.8,-104.44,-1,0,0,1,8,1512,584,231,12764,2,,ok
806,2026-07-10T23:51:12,anchorT2,uniform-89.8,-89.82,1,0,0,1,-10,1485,636,231,12467,2,,ok
807,2026-07-10T23:51:36,anchorT2,uniform-74.8,-74.61,-1,0,0,1,7,1534,587,231,12144,1,,ok
808,2026-07-10T23:51:56,anchorT2,uniform-59.8,-59.72,1,0,0,1,-20,1473,627,231,11762,8,,ok
809,2026-07-10T23:52:18,anchorT2,uniform-44.8,-44.61,-1,0,1,1,8,1534,585,231,18261,5,,ok
810,2026-07-10T23:52:45,anchorT2,uniform-29.8,-29.56,1,0,0,1,-18,1484,613,231,11103,4,,ok
811,2026-07-10T23:53:06,anchorT2,uniform-14.8,-14.7,-1,0,0,1,25,1583,587,232,10888,8,,ok
812,2026-07-10T23:53:26,anchorT2,uniform+0.2,0.46,1,0,0,1,-17,1496,621,231,10638,10,,ok
813,2026-07-10T23:53:46,anchorT2,uniform+15.2,15.27,-1,0,0,1,-37,1411,514,231,17932,8,,ok
814,2026-07-10T23:54:14,anchorT2,uniform+30.2,30.26,1,0,0,1,55,1584,586,232,17804,3,,ok
815,2026-07-10T23:54:48,anchorT2,uniform+45.2,45.09,-1,0,0,1,-28,1484,631,231,17380,2,,ok
816,2026-07-10T23:55:16,anchorT2,at-home,0.27,1,0,0,1,28,1584,586,232,10709,6,,ok
817,2026-07-10T23:55:44,anchorT2,in-flag+,0.94,-1,0,0,1,-70,1485,485,231,18279,2,,ok
818,2026-07-10T23:56:20,anchorT2,in-flag-,-0.28,1,0,0,1,72,1587,611,232,10713,6,,ok
819,2026-07-10T23:56:55,anchorT2,lead-edge,-1.48,-1,0,1,1,-32,1511,687,231,25238,6,,ok
820,2026-07-10T23:57:46,anchorT2,trail-edge,1.98,1,0,0,1,-34,1410,513,231,18204,9,,ok
821,2026-07-10T23:58:37,anchorT2,wrap+0.5deg,0.57,-1,0,0,1,39,1584,646,232,18473,4,,ok
822,2026-07-10T23:59:21,anchorT2,bound+179.9deg,-179.83,1,0,0,1,3,1486,653,231,14456,1,,ok
823,2026-07-11T00:00:04,anchorT2,bound-179.9deg,-179.56,-1,0,0,1,-6,1535,641,231,14472,2,,ok
824,2026-07-11T00:00:40,anchorT2,stay-at-park,-0.31,0,0,0,1,-6,1511,635,231,10690,3,,ok
825,2026-07-11T00:00:51,anchorT2,uniform-162.3,-162.16,-1,0,0,1,-2,1546,659,231,14103,10,,ok
826,2026-07-11T00:01:10,anchorT2,uniform-147.3,-147.01,1,0,0,1,-1,1536,651,231,13783,2,,ok
827,2026-07-11T00:01:28,anchorT2,uniform-132.3,-132.01,-1,0,0,1,-6,1535,636,231,13407,1,,ok
828,2026-07-11T00:01:46,anchorT2,uniform-117.3,-117.21,1,0,0,1,5,1535,640,231,13083,2,,ok
829,2026-07-11T00:02:03,anchorT2,uniform-102.3,-101.91,-1,0,1,1,-3,1546,660,231,19556,6,,ok
830,2026-07-11T00:02:26,anchorT2,uniform-87.3,-87.06,1,0,0,1,-8,1533,637,231,12420,0,,ok
831,2026-07-11T00:02:42,anchorT2,uniform-72.3,-72.07,-1,0,0,1,4,1511,635,231,12088,0,,ok
832,2026-07-11T00:02:57,anchorT2,uniform-57.3,-56.99,1,0,0,1,-9,1533,636,231,11769,4,,ok
833,2026-07-11T00:03:12,anchorT2,uniform-42.3,-41.94,-1,0,0,1,-3,1534,638,231,11449,4,,ok
834,2026-07-11T00:03:25,anchorT2,uniform-27.3,-26.95,1,0,0,1,-1,1534,638,231,11109,0,,ok
835,2026-07-11T00:03:39,anchorT2,uniform-12.3,-12.06,-1,0,0,1,4,1535,638,231,10786,2,,ok
836,2026-07-11T00:03:52,anchorT2,uniform+2.7,2.85,1,0,0,1,-99,1398,463,231,18135,2,,ok
837,2026-07-11T00:04:12,anchorT2,uniform+17.7,18.18,-1,0,0,1,3,1459,461,232,17857,6,,ok
838,2026-07-11T00:04:39,anchorT2,uniform+32.7,32.82,1,0,0,1,75,1621,635,233,17801,2,,ok
839,2026-07-11T00:04:59,anchorT2,uniform+47.7,47.9,-1,0,1,1,-21,1483,609,231,24483,0,,ok
840,2026-07-11T00:05:32,anchorT2,uniform+62.7,62.95,1,0,0,1,16,1533,561,231,17025,0,,ok
841,2026-07-11T00:05:51,anchorT2,uniform+77.7,77.8,-1,0,0,1,-6,1461,558,230,16612,2,,ok
842,2026-07-11T00:06:15,anchorT2,uniform+92.7,92.92,1,0,0,1,26,1436,711,230,16348,2,backlash-band,ok
843,2026-07-11T00:07:10,anchorT2,uniform+107.7,107.94,-1,0,0,1,-4,1486,612,231,16012,0,,ok
844,2026-07-11T00:07:30,anchorT2,uniform+122.7,122.71,1,0,0,1,-4,1486,612,231,15688,4,,ok
845,2026-07-11T00:07:52,anchorT2,uniform+137.7,138.02,-1,0,0,1,-84,1459,460,231,15273,6,,ok
846,2026-07-11T00:08:12,anchorT2,uniform+152.7,153.2,1,0,0,1,8,1462,465,231,14945,2,,ok
847,2026-07-11T00:08:33,anchorT2,uniform+167.7,167.81,-1,0,0,1,46,1523,763,231,14804,3,backlash-band,ok
848,2026-07-11T00:08:53,anchorT2,uniform-177.3,-177.18,1,0,0,1,-53,1460,462,231,14282,4,,ok
849,2026-07-11T00:09:20,anchorT2,at-home,-0.0,-1,2,1,1,48,1532,759,231,25246,1,backlash-band,ok
850,2026-07-11T00:10:19,anchorT2,in-flag+,0.69,1,0,0,1,-47,1462,464,231,10545,2,,ok
851,2026-07-11T00:10:39,anchorT2,in-flag-,-0.47,-1,0,0,1,52,1561,753,232,10734,0,backlash-band,ok
852,2026-07-11T00:10:59,anchorT2,lead-edge,-1.72,1,0,0,1,-66,1512,461,232,10257,4,,ok
853,2026-07-11T00:11:19,anchorT2,trail-edge,1.88,-1,0,0,1,89,1609,652,232,18490,2,,ok
854,2026-07-11T00:11:47,anchorT2,wrap+0.5deg,0.7,1,0,0,1,-86,1461,462,231,10487,0,,ok
855,2026-07-11T00:12:14,anchorT2,bound+179.9deg,-179.64,-1,0,0,1,-5,1437,462,232,14302,4,,ok
856,2026-07-11T00:12:50,anchorT2,bound-179.9deg,-179.84,1,0,0,1,2,1606,479,233,14481,5,,ok
857,2026-07-11T00:13:34,anchorT2,stay-at-park,-0.11,0,0,0,1,-14,1533,463,232,10552,0,,ok
858,2026-07-11T00:13:44,anchorT2,uniform-24.8,-24.48,1,0,0,1,-7,1534,461,232,14998,15,,ok
859,2026-07-11T00:14:01,anchorT2,uniform-9.8,-9.52,-1,0,1,1,3,1460,460,231,17295,4,,ok
860,2026-07-11T00:14:21,anchorT2,uniform+5.2,5.3,1,0,0,1,60,1513,737,231,18358,2,backlash-band,ok
861,2026-07-11T00:14:42,anchorT2,uniform+20.2,20.35,-1,0,0,1,-4,1459,757,230,17964,2,backlash-band,ok
862,2026-07-11T00:15:08,anchorT2,uniform+35.2,35.22,1,0,0,1,21,1509,662,230,17644,1,,ok
863,2026-07-11T00:15:28,anchorT2,uniform+50.2,50.17,-1,0,0,1,4,1448,660,229,17262,8,,ok
864,2026-07-11T00:15:54,anchorT2,uniform+65.2,65.25,1,0,0,1,-71,1263,531,229,16683,2,,ok
865,2026-07-11T00:16:13,anchorT2,uniform+80.2,80.71,-1,0,0,1,-11,1335,487,230,16399,10,,ok
866,2026-07-11T00:16:37,anchorT2,uniform+95.2,95.3,1,0,0,1,58,1510,639,231,16334,7,,ok
867,2026-07-11T00:16:57,anchorT2,uniform+110.2,110.14,-1,0,0,1,1,1459,661,230,15939,4,,ok
868,2026-07-11T00:17:19,anchorT2,uniform+125.2,125.39,1,0,0,1,-8,1472,537,230,15589,6,,ok
869,2026-07-11T00:17:39,anchorT2,uniform+140.2,140.46,-1,0,1,1,-2,1534,536,231,22070,1,,ok
870,2026-07-11T00:18:07,anchorT2,uniform+155.2,155.5,1,0,0,1,29,1488,662,231,15011,0,,ok
871,2026-07-11T00:18:27,anchorT2,uniform+170.2,170.33,-1,0,0,1,3,1583,681,232,14774,3,,ok
872,2026-07-11T00:18:47,anchorT2,uniform-174.8,-174.53,1,0,0,1,2,1511,685,231,14348,0,,ok
873,2026-07-11T00:19:07,anchorT2,uniform-159.8,-159.79,-1,0,0,1,-21,1509,661,231,14011,2,,ok
874,2026-07-11T00:19:26,anchorT2,uniform-144.8,-144.75,1,0,0,1,4,1510,662,231,13683,0,,ok
875,2026-07-11T00:19:44,anchorT2,uniform-129.8,-129.59,-1,0,0,1,8,1511,683,231,13372,0,,ok
876,2026-07-11T00:20:02,anchorT2,uniform-114.8,-114.8,1,0,0,1,-11,1509,662,231,13054,0,,ok
877,2026-07-11T00:20:19,anchorT2,uniform-99.8,-99.72,-1,0,0,1,-1,1488,683,231,12700,1,,ok
878,2026-07-11T00:20:35,anchorT2,uniform-84.8,-84.79,1,0,0,1,2,1562,661,232,12427,5,,ok
879,2026-07-11T00:20:51,anchorT2,uniform-69.8,-69.4,-1,0,1,1,-11,1485,683,231,18827,2,,ok
880,2026-07-11T00:21:13,anchorT2,uniform-54.8,-54.77,1,0,0,1,0,1508,663,231,11707,4,,ok
881,2026-07-11T00:21:27,anchorT2,uniform-39.8,-39.4,-1,0,0,1,4,1508,685,231,11410,3,,ok
882,2026-07-11T00:21:41,anchorT2,at-home,0.15,1,0,0,1,0,1487,672,231,10644,1,,ok
883,2026-07-11T00:21:53,anchorT2,in-flag+,0.89,-1,0,0,1,-21,1510,611,231,18374,1,,ok
884,2026-07-11T00:22:14,anchorT2,in-flag-,-0.41,1,0,0,1,18,1509,664,231,10645,2,,ok
885,2026-07-11T00:22:34,anchorT2,lead-edge,-1.41,-1,0,0,1,-7,1510,634,231,10665,1,,ok
886,2026-07-11T00:22:54,anchorT2,trail-edge,1.98,1,0,0,1,3,1510,632,231,22358,20,,ok
887,2026-07-11T00:23:26,anchorT2,wrap+0.5deg,0.76,-1,0,0,1,-120,1409,434,231,22116,15,,ok
888,2026-07-11T00:23:50,anchorT2,bound+179.9deg,-179.68,1,0,0,1,9,1484,457,232,14322,1,,ok
889,2026-07-11T00:24:10,anchorT2,bound-179.9deg,-179.76,-1,0,1,1,-9,1421,412,231,21035,4,,ok
890,2026-07-11T00:24:36,anchorT2,stay-at-park,-0.02,0,0,0,1,0,1412,437,231,10407,6,,ok
891,2026-07-11T00:24:47,anchorT2,uniform+112.7,113.0,-1,0,0,1,78,1496,617,231,15916,10,,ok
892,2026-07-11T00:25:07,anchorT2,uniform+127.7,127.57,1,0,0,1,-4,1436,635,230,15548,4,,ok
893,2026-07-11T00:25:29,anchorT2,uniform+142.7,142.72,-1,0,0,1,10,1485,590,230,15236,3,,ok
894,2026-07-11T00:25:49,anchorT2,uniform+157.7,157.9,1,0,0,1,3,1411,604,229,14838,6,,ok
895,2026-07-11T00:26:09,anchorT2,uniform+172.7,173.0,-1,0,0,1,-49,1310,560,229,18234,13,,ok
896,2026-07-11T00:26:33,anchorT2,uniform-172.3,-171.8,1,0,0,1,39,1462,587,230,14222,4,,ok
897,2026-07-11T00:27:00,anchorT2,uniform-157.3,-157.31,-1,0,0,1,-46,1360,513,230,13736,12,,ok
898,2026-07-11T00:27:20,anchorT2,uniform-142.3,-141.88,1,0,0,1,50,1534,588,231,13614,0,,ok
899,2026-07-11T00:27:46,anchorT2,uniform-127.3,-127.29,-1,-2,1,1,-6,1534,588,231,20075,0,,ok
900,2026-07-11T00:28:37,anchorT2,uniform-112.3,-112.27,1,0,0,1,2,1525,609,231,12988,6,,ok
901,2026-07-11T00:28:54,anchorT2,uniform-97.3,-97.29,-1,0,0,1,-8,1533,588,231,12640,0,,ok
902,2026-07-11T00:29:10,anchorT2,uniform-82.3,-82.17,1,0,0,1,3,1534,611,231,12310,0,,ok
903,2026-07-11T00:29:26,anchorT2,uniform-67.3,-67.03,-1,0,0,1,-4,1534,609,231,11978,1,,ok
904,2026-07-11T00:29:40,anchorT2,uniform-52.3,-51.91,1,0,0,1,-7,1534,588,231,11644,0,,ok
905,2026-07-11T00:29:55,anchorT2,uniform-37.3,-37.27,-1,0,0,1,-8,1534,587,231,11313,0,,ok
906,2026-07-11T00:30:08,anchorT2,uniform-22.3,-22.14,1,0,0,1,6,1535,588,231,10993,1,,ok
907,2026-07-11T00:30:21,anchorT2,uniform-7.3,-7.17,-1,0,0,1,-8,1535,586,231,10642,2,,ok
908,2026-07-11T00:30:34,anchorT2,uniform+7.7,7.88,1,0,0,1,-44,1399,509,231,18082,7,,ok
909,2026-07-11T00:30:55,anchorT2,uniform+22.7,22.95,-1,0,1,1,1,1410,510,231,24578,3,,ok
910,2026-07-11T00:31:28,anchorT2,uniform+37.7,37.92,1,0,0,1,43,1487,636,231,17543,0,,ok
911,2026-07-11T00:31:48,anchorT2,uniform+52.7,52.89,-1,0,0,1,0,1425,635,230,17148,12,,ok
912,2026-07-11T00:32:13,anchorT2,uniform+67.7,67.72,1,0,0,1,-37,1437,508,230,16794,4,,ok
913,2026-07-11T00:32:32,anchorT2,uniform+82.7,83.15,-1,0,0,1,3,1437,510,230,16467,2,,ok
914,2026-07-11T00:32:56,anchorT2,uniform+97.7,97.92,1,0,0,1,25,1460,727,230,16284,4,backlash-band,ok
915,2026-07-11T00:33:16,anchorT2,at-home,-0.04,-1,0,0,1,-24,1385,512,229,10443,10,,ok
916,2026-07-11T00:33:36,anchorT2,in-flag+,1.1,1,0,0,1,25,1410,687,229,10574,7,,ok
917,2026-07-11T00:33:56,anchorT2,in-flag-,-0.66,-1,0,0,1,-20,1387,513,229,10390,2,,ok
918,2026-07-11T00:34:15,anchorT2,lead-edge,-1.2,1,0,0,1,26,1400,716,229,10519,5,backlash-band,ok
919,2026-07-11T00:34:35,anchorT2,trail-edge,1.76,-1,0,1,1,-9,1535,687,231,25174,2,,ok
920,2026-07-11T00:35:09,anchorT2,wrap+0.5deg,0.81,1,0,0,1,0,1512,611,231,10652,2,,ok
921,2026-07-11T00:35:22,anchorT2,bound+179.9deg,179.91,-1,0,0,1,-9,1511,608,231,14465,0,,ok
922,2026-07-11T00:35:42,anchorT2,bound-179.9deg,-179.75,1,0,0,1,7,1535,735,231,14508,2,backlash-band,ok
923,2026-07-11T00:36:10,anchorT2,stay-at-park,0.01,0,0,0,1,-3,1534,709,231,10635,2,backlash-band,ok
924,2026-07-11T00:36:21,anchorT2,uniform-109.8,-109.38,1,0,0,1,5,1536,713,231,12965,2,backlash-band,ok
925,2026-07-11T00:36:38,anchorT2,uniform-94.8,-94.55,-1,0,0,1,-6,1535,712,231,12618,1,backlash-band,ok
926,2026-07-11T00:36:54,anchorT2,uniform-79.8,-79.4,1,0,0,1,-6,1523,712,231,12284,8,backlash-band,ok
927,2026-07-11T00:37:09,anchorT2,uniform-64.8,-64.76,-1,0,0,1,-3,1533,710,231,12002,0,backlash-band,ok
928,2026-07-11T00:37:24,anchorT2,uniform-49.8,-49.62,1,0,0,1,-6,1524,663,231,11638,2,,ok
929,2026-07-11T00:37:38,anchorT2,uniform-34.8,-34.5,-1,0,1,1,4,1535,689,231,18097,2,,ok
930,2026-07-11T00:37:58,anchorT2,uniform-19.8,-19.63,1,0,0,1,-4,1524,681,231,10981,8,,ok
931,2026-07-11T00:38:12,anchorT2,uniform-4.8,-4.53,-1,0,0,1,4,1536,681,231,10597,6,,ok
932,2026-07-11T00:38:24,anchorT2,uniform+10.2,10.45,1,0,0,1,-3,1533,637,231,18209,0,,ok
933,2026-07-11T00:38:45,anchorT2,uniform+25.2,25.38,-1,0,0,1,0,1533,636,231,17863,4,,ok
934,2026-07-11T00:39:11,anchorT2,uniform+40.2,40.54,1,0,0,1,-93,1386,461,231,17325,8,,ok
935,2026-07-11T00:39:31,anchorT2,uniform+55.2,55.4,-1,0,0,1,10,1437,459,232,17054,4,,ok
936,2026-07-11T00:39:56,anchorT2,uniform+70.2,70.25,1,0,0,1,74,1619,635,233,16978,6,,ok
937,2026-07-11T00:40:16,anchorT2,uniform+85.2,85.24,-1,0,0,1,-10,1558,635,232,16574,1,,ok
938,2026-07-11T00:40:40,anchorT2,uniform+100.2,100.29,1,0,0,1,6,1583,544,232,16244,8,,ok
939,2026-07-11T00:41:00,anchorT2,uniform+115.2,115.42,-1,0,1,1,-4,1509,562,231,22594,0,,ok
940,2026-07-11T00:41:29,anchorT2,uniform+130.2,130.41,1,0,0,1,13,1496,685,231,15553,10,,ok
941,2026-07-11T00:41:49,anchorT2,uniform+145.2,145.33,-1,0,0,1,6,1487,688,231,15216,1,,ok
942,2026-07-11T00:42:10,anchorT2,uniform+160.2,160.31,1,0,0,1,-12,1501,639,231,14876,11,,ok
943,2026-07-11T00:42:30,anchorT2,uniform+175.2,175.25,-1,0,0,1,4,1512,638,231,14578,2,,ok
944,2026-07-11T00:42:50,anchorT2,uniform-169.8,-169.63,1,0,0,1,-9,1511,635,231,14245,0,,ok
945,2026-07-11T00:43:09,anchorT2,uniform-154.8,-154.52,-1,0,0,1,2,1512,637,231,13908,2,,ok
946,2026-07-11T00:43:28,anchorT2,uniform-139.8,-139.57,1,0,0,1,2,1524,658,231,13601,10,,ok
947,2026-07-11T00:43:46,anchorT2,uniform-124.8,-124.65,-1,0,0,1,-1,1512,627,231,13260,2,,ok
948,2026-07-11T00:44:03,anchorT2,at-home,0.01,1,0,0,1,-7,1510,636,231,10675,2,,ok
949,2026-07-11T00:44:16,anchorT2,in-flag+,0.72,-1,2,1,1,-74,1486,486,231,25050,2,,ok
950,2026-07-11T00:45:14,anchorT2,in-flag-,-0.19,1,0,0,1,78,1513,632,231,10647,2,,ok
951,2026-07-11T00:45:35,anchorT2,lead-edge,-1.45,-1,0,0,1,-81,1485,489,231,10431,1,,ok
952,2026-07-11T00:45:54,anchorT2,trail-edge,1.83,1,0,0,1,-14,1485,456,231,22212,21,,ok
953,2026-07-11T00:46:26,anchorT2,wrap+0.5deg,0.74,-1,0,0,1,62,1534,760,231,18485,7,backlash-band,ok
954,2026-07-11T00:46:47,anchorT2,bound+179.9deg,-179.98,1,0,0,1,5,1484,787,230,14508,4,backlash-band,ok
955,2026-07-11T00:47:07,anchorT2,bound-179.9deg,-179.9,-1,0,0,1,-4,1473,783,230,14462,10,backlash-band,ok
956,2026-07-11T00:47:26,anchorT2,stay-at-park,-0.05,0,0,0,1,1,1472,736,230,10637,8,backlash-band,ok
957,2026-07-11T00:47:37,anchorT2,uniform+27.7,27.73,-1,0,0,1,18,1497,632,230,17806,5,,ok
958,2026-07-11T00:47:57,anchorT2,uniform+42.7,42.74,1,0,0,1,-5,1486,634,230,17434,2,,ok
959,2026-07-11T00:48:23,anchorT2,uniform+57.7,58.11,-1,0,1,1,-85,1409,484,231,23716,10,,ok
960,2026-07-11T00:48:49,anchorT2,uniform+72.7,73.1,1,0,0,1,-4,1397,464,231,16598,4,,ok
961,2026-07-11T00:49:14,anchorT2,uniform+87.7,88.0,-1,0,0,1,61,1507,630,231,16485,4,,ok
962,2026-07-11T00:49:34,anchorT2,uniform+102.7,102.85,1,0,0,1,-2,1436,635,230,16064,4,,ok
963,2026-07-11T00:49:57,anchorT2,uniform+117.7,117.83,-1,0,0,1,-4,1436,514,230,15697,2,,ok
964,2026-07-11T00:50:17,anchorT2,uniform+132.7,132.87,1,0,0,1,5,1448,533,230,15390,8,,ok
965,2026-07-11T00:50:39,anchorT2,uniform+147.7,147.77,-1,0,0,1,20,1445,695,230,15102,4,,ok
966,2026-07-11T00:50:59,anchorT2,uniform+162.7,162.74,1,0,0,1,-3,1446,662,230,14760,4,,ok
967,2026-07-11T00:51:19,anchorT2,uniform+177.7,178.05,-1,0,0,1,-8,1461,637,230,14447,3,,ok
968,2026-07-11T00:51:39,anchorT2,uniform-167.3,-167.18,1,0,0,1,12,1374,686,229,14037,3,,ok
969,2026-07-11T00:52:06,anchorT2,uniform-152.3,-152.06,-1,0,1,1,-20,1534,636,231,20632,4,,ok
970,2026-07-11T00:52:33,anchorT2,uniform-137.3,-136.89,1,0,0,1,14,1498,664,231,13516,10,,ok
971,2026-07-11T00:52:59,anchorT2,uniform-122.3,-122.29,-1,0,0,1,-12,1513,609,231,13179,2,,ok
972,2026-07-11T00:53:19,anchorT2,uniform-107.3,-106.85,1,0,0,1,4,1485,661,231,12816,2,,ok
973,2026-07-11T00:53:43,anchorT2,uniform-92.3,-92.15,-1,0,0,1,-17,1562,614,232,12575,10,,ok
974,2026-07-11T00:54:03,anchorT2,uniform-77.3,-77.16,1,0,0,1,18,1558,676,232,12279,1,,ok
975,2026-07-11T00:54:27,anchorT2,uniform-62.3,-62.01,-1,0,0,1,-22,1571,650,232,11948,10,,ok
976,2026-07-11T00:54:47,anchorT2,uniform-47.3,-47.22,1,0,0,1,13,1557,662,232,11610,1,,ok
977,2026-07-11T00:55:09,anchorT2,uniform-32.3,-31.92,-1,0,0,1,-14,1573,639,232,11276,7,,ok
978,2026-07-11T00:55:29,anchorT2,uniform-17.3,-17.24,1,0,0,1,16,1548,644,232,10953,8,,ok
979,2026-07-11T00:55:49,anchorT2,uniform-2.3,-1.96,-1,0,1,1,-122,1423,463,231,25063,4,,ok
980,2026-07-11T00:56:24,anchorT2,uniform+12.7,13.28,1,0,0,1,102,1511,613,231,18127,0,,ok
981,2026-07-11T00:56:59,anchorT2,at-home,-0.11,-1,0,0,1,-99,1360,438,230,10357,12,,ok
982,2026-07-11T00:57:19,anchorT2,in-flag+,1.07,1,0,0,1,101,1512,612,231,10696,2,,ok
983,2026-07-11T00:57:39,anchorT2,in-flag-,-0.59,-1,0,0,1,-100,1360,441,230,14281,13,,ok
984,2026-07-11T00:58:02,anchorT2,lead-edge,-0.94,1,0,0,1,92,1511,612,231,10636,2,,ok
985,2026-07-11T00:58:22,anchorT2,trail-edge,1.46,-1,0,0,1,-25,1435,637,230,18277,7,,ok
986,2026-07-11T00:58:50,anchorT2,wrap+0.5deg,0.79,1,0,0,1,22,1471,614,230,10636,10,,ok
987,2026-07-11T00:59:18,anchorT2,bound+179.9deg,179.87,-1,0,0,1,-12,1423,586,229,14345,4,,ok
988,2026-07-11T00:59:54,anchorT2,bound-179.9deg,-179.53,1,0,0,1,14,1410,664,229,18311,16,,ok
989,2026-07-11T01:00:41,anchorT2,stay-at-park,-0.25,0,0,1,1,-114,1410,439,231,24988,8,,ok
990,2026-07-11T01:01:06,anchorT2,uniform+165.2,165.46,1,0,0,1,-2,1412,437,231,14595,2,,ok
991,2026-07-11T01:01:27,anchorT2,uniform-179.8,-179.57,-1,0,0,1,-1,1423,439,231,14286,4,,ok
992,2026-07-11T01:01:46,anchorT2,uniform-164.8,-164.71,1,0,0,1,1,1422,437,231,13939,4,,ok
993,2026-07-11T01:02:44,anchorT2,uniform-149.8,-149.35,-1,0,0,1,0,1435,459,231,13644,6,,ok
994,2026-07-11T01:03:03,anchorT2,uniform-134.8,-134.76,1,0,0,1,1,1423,456,231,13282,6,,ok
995,2026-07-11T01:03:20,anchorT2,uniform-119.8,-119.61,-1,0,0,1,-2,1423,461,231,12960,5,,ok
996,2026-07-11T01:03:37,anchorT2,uniform-104.8,-104.66,1,0,0,1,3,1422,460,231,12642,6,,ok
997,2026-07-11T01:03:54,anchorT2,uniform-89.8,-89.61,-1,0,0,1,-6,1419,435,231,16216,16,,ok
998,2026-07-11T01:04:13,anchorT2,uniform-74.8,-74.43,1,0,0,1,2,1422,463,231,11959,4,,ok
999,2026-07-11T01:04:28,anchorT2,uniform-59.8,-59.77,-1,-2,1,1,-3,1409,453,231,18393,8,,ok
1000,2026-07-11T01:05:19,anchorT2,uniform-44.8,-44.39,1,0,0,1,-8,1410,437,231,15228,16,,ok
1001,2026-07-11T01:05:37,anchorT2,uniform-29.8,-29.74,-1,0,0,1,0,1434,460,231,11001,1,,ok
1002,2026-07-11T01:05:50,anchorT2,uniform-14.8,-14.42,1,0,0,1,-15,1433,437,231,14599,17,,ok
1003,2026-07-11T01:06:07,anchorT2,uniform+0.2,0.55,-1,0,0,1,5,1423,459,231,10422,4,,ok
1004,2026-07-11T01:06:19,anchorT2,uniform+15.2,15.49,1,0,0,1,78,1495,612,231,18044,8,,ok
1005,2026-07-11T01:06:39,anchorT2,uniform+30.2,30.09,-1,0,0,1,6,1436,638,230,17680,6,,ok
1006,2026-07-11T01:07:06,anchorT2,uniform+45.2,45.33,1,0,0,1,5,1462,563,230,17319,0,,ok
1007,2026-07-11T01:07:25,anchorT2,uniform+60.2,60.52,-1,0,0,1,0,1422,586,229,16956,6,,ok
1008,2026-07-11T01:07:50,anchorT2,uniform+75.2,75.24,1,0,0,1,-36,1311,562,229,16515,8,,ok
1009,2026-07-11T01:08:10,anchorT2,uniform+90.2,90.49,-1,0,1,1,-4,1423,536,231,23096,4,,ok
1010,2026-07-11T01:08:40,anchorT2,uniform+105.2,105.59,1,0,0,1,36,1508,637,231,16080,3,,ok
1011,2026-07-11T01:09:00,anchorT2,uniform+120.2,120.27,-1,0,0,1,2,1460,656,230,15728,5,,ok
1012,2026-07-11T01:09:22,anchorT2,uniform+135.2,135.33,1,0,0,1,-46,1446,487,230,15290,5,,ok
1013,2026-07-11T01:09:42,anchorT2,uniform+150.2,150.69,-1,0,0,1,0,1448,510,230,14956,6,,ok
